dbms,sf,query_id,threads,repetitions,mean_wall_s,median_wall_s,p95_wall_s,p99_wall_s,mean_throughput_qps,median_throughput_qps,total_success,total_errors,cache_before_failures,cache_after_failures,wall_speedup,throughput_speedup,efficiency,executions,mean_latency_s,median_latency_s,p95_latency_s,p99_latency_s,std_latency_s,min_latency_s,max_latency_s,mean_rows
mysql,1.0,16,16,5,7.301151509999909,7.291092497001955,7.404516576400056,7.419697272880148,2.1916504894176922,2.1944585131211936,80,0,0,0,0.5177473670861577,8.078736186662933,0.5049210116664333,80.0,7.120609454212809,7.135267424500853,7.2877344693517445,7.34122530564171,0.12841920596316395,6.774142287998984,7.367489791002299,18294.0
mysql,1.0,17,1,5,1.5774794067991025,1.628257959997427,1.7892942491977009,1.818593687437824,0.6426433987707558,0.6141533003785102,5,0,0,0,1.0,1.0,1.0,5.0,1.5657877053999982,1.6169310139994195,1.7770383482013132,1.8061886120418786,0.19970640569772558,1.272027712999261,1.81347617800202,1.0
mysql,1.0,17,4,5,1.2353618720000668,1.376589254999999,1.6282104146011989,1.6694953717218595,3.8711780155955196,2.90573240018498,20,0,0,0,1.2769371004183114,6.023835338541225,1.5059588346353063,20.0,1.2133906204506275,1.3556756060024782,1.6593451688515415,1.6604271785702074,0.4086962080266998,0.476885158001096,1.660697680999874,1.0
mysql,1.0,17,8,5,0.9988148605996685,1.0115773910001735,1.0146146221995878,1.0150695012394864,8.011962197530476,7.908440887642009,40,0,0,0,1.5793511580835065,12.4671975357651,1.5583996919706375,40.0,0.9269611268749941,0.9335053869999683,0.9785048385516348,0.9857363040110795,0.0462639863302036,0.8215272269990237,0.98926191999999,1.0
mysql,1.0,17,16,5,1.9558084863994736,1.9501174260003609,1.9675795321985787,1.9678770728384551,8.180942710197042,8.20463413468161,80,0,0,0,0.8065612854063987,12.73014353815117,0.7956339711344481,80.0,1.798453130087546,1.8112320595009805,1.8928924935480607,1.9169930383484464,0.07549062516303283,1.4002291479991982,1.917364839999209,1.0
mysql,1.0,18,1,5,15.119210353800009,15.123662591002358,15.288601662599831,15.314112624520202,0.06614524388026613,0.0661215491937077,5,0,0,0,1.0,1.0,1.0,5.0,15.10771044840003,15.112401207003131,15.277049654799338,15.302521535759151,0.13536063059021544,14.971176821996778,15.308889505999105,9.0
mysql,1.0,18,4,5,17.54067911780003,17.56597942799999,17.689010879200215,17.71273040224056,0.22805026711589177,0.2277128933456474,20,0,0,0,0.8619512535553571,3.447719801724529,0.8619299504311323,20.0,17.519210186949568,17.54409948149987,17.697637900997325,17.698724624996938,0.11283746527563455,17.400542090999807,17.698996305996843,9.0
mysql,1.0,18,8,5,18.952803759399103,18.9078569839985,19.11590594779846,19.140017289558603,0.4221160492796141,0.4231045330399055,40,0,0,0,0.7977294834967131,6.381653835062037,0.7977067293827547,40.0,18.914002857574996,18.873791275000258,19.108170828449147,19.119201749489765,0.11459729702437504,18.762373010999,19.119352370998968,9.0
mysql,1.0,18,16,5,23.681453056199825,23.65905483700044,23.796580385201377,23.818973344241968,0.6756415409116288,0.6762738456896246,80,0,0,0,0.6384409908429072,10.214514321462811,0.6384071450914257,80.0,23.597853677074955,23.57949661549901,23.760636724549478,23.78357408344051,0.08478285539807119,23.447369450001133,23.78445996099981,9.0
mysql,1.0,19,1,5,2.973058315199887,2.9542659869985077,3.198527637199004,3.228298383438814,0.33731521941992704,0.3384935562339077,5,0,0,0,1.0,1.0,1.0,5.0,2.9615188351999677,2.9427049799996894,3.1870741662016373,3.2167808956414228,0.17958076218485275,2.767768752997654,3.2242075780013693,1.0
