run_id,timestamp_utc,experiment,dbms,sf,query_id,iteration,success,elapsed_seconds,row_count,cache_before_ok,cache_before_error,cache_after_ok,cache_after_error,error
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,10,2,True,0.7043776560000197,38263,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,11,2,True,0.14397805699991295,979,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,12,2,True,0.6072076519999428,2,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,13,2,True,0.5746456640000588,41,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,14,2,True,0.20592123100004756,1,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,15,2,True,0.6643749180000214,0,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,16,2,True,0.30018522500006384,18294,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,17,2,True,0.8580262090000588,1,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,18,2,True,2.84150997200004,9,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,19,2,True,0.05586844200001906,1,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,20,2,True,0.665395162999971,162,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,21,2,True,1.2316397280000047,377,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,22,2,True,0.08226201299999047,3,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,1,3,True,2.577199592999932,4,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,2,3,True,0.33137385200006975,446,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,3,3,True,0.45893269400005465,11694,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,4,3,True,0.22193810800001756,5,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,5,3,True,0.4485121640000216,5,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,6,3,True,0.4858171239999365,1,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,7,3,True,0.5235293729999739,4,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,8,3,True,0.5825864989999445,2,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,9,3,True,1.7011507350000556,175,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,10,3,True,0.6997229280000283,38263,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,11,3,True,0.14491434100000333,979,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,12,3,True,0.6144621319999715,2,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,13,3,True,0.5818950880000102,41,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,14,3,True,0.20590370799993707,1,True,,True,,
