dbms,sf,query_id,threads,repetitions,mean_wall_s,median_wall_s,p95_wall_s,p99_wall_s,mean_throughput_qps,median_throughput_qps,total_success,total_errors,cache_before_failures,cache_after_failures,wall_speedup,throughput_speedup,efficiency,executions,mean_latency_s,median_latency_s,p95_latency_s,p99_latency_s,std_latency_s,min_latency_s,max_latency_s,mean_rows
mysql,10.0,13,1,20,131.57363179965176,115.75788996100891,189.24319741680813,200.3337615593179,0.00790591273595194,0.0086387400381042,20,0,0,0,1.0,1.0,1.0,20,131.56186911530386,115.74620488649816,189.23147718491091,200.32210051780393,30.00005362394668,111.77148391900118,203.0947563510272,41.0
mysql,10.0,13,4,20,125.24945607370464,125.21633719649982,128.31118910285878,128.62688221738907,0.03194508176030614,0.031944738174934456,80,0,0,0,1.0504926402412924,4.0406570154811705,1.0101642538702926,80,125.22740882643556,125.1977190025209,128.29087347146705,128.68421049662925,2.0940416015554875,121.68186667904956,128.68529872398358,41.0
mysql,10.0,13,8,20,127.12086687151168,126.6446842320147,130.1736138075299,131.01647596151918,0.06294399928368316,0.06316892797430715,160,0,0,0,1.0350278049365471,7.961635978784196,0.9952044973480245,160,127.07225747096236,126.58906424199813,130.13107287855235,131.18653715330234,1.7513268774416342,124.36572497803718,131.1972030850011,41.0
mysql,10.0,13,16,20,139.00604980900243,138.4073636555113,141.84663778375835,143.7718568303529,0.11511875264996263,0.1156010469529832,320,0,0,0,0.9465316939833699,14.561095789289832,0.9100684868306145,320,138.91478796742996,138.32936725748004,141.78742086472343,144.17372177773797,1.6498967288508701,137.24182580201887,144.2216337849968,41.0
mysql,10.0,14,1,20,14.516608655496384,13.322288617957383,18.755805740100914,19.743781467241348,0.0703210078072544,0.0750626937165957,20,0,0,0,1.0,1.0,1.0,20,14.504699627397349,13.310743631998776,18.744274487515213,19.731881378317482,2.2911164620398123,12.643719382991549,19.978783101018053,1.0
mysql,10.0,14,4,20,13.531704806149355,13.467523209488718,13.839857584485435,14.097575020122457,0.29567353267301366,0.29701212691809986,80,0,0,0,1.0727849050401579,4.2046259274815405,1.0511564818703851,80,13.509281863262732,13.445824125985382,13.819243734257178,14.140499010696658,0.2141048000047921,13.264449926966336,14.141309466969687,1.0
mysql,10.0,14,8,20,13.384403870109235,13.313370100513566,13.736563659575769,14.192794054294936,0.5979021475083772,0.6008997185953855,160,0,0,0,1.0845913494821873,8.502468410964624,1.062808551370578,160,13.34149751509176,13.27288218899048,13.706312084553055,14.27435166219424,0.24659276139769346,13.129743065976072,14.280340188997798,1.0
mysql,10.0,14,16,20,14.55096274210664,14.549525871989317,14.699453275016277,14.720482991788304,1.0996092478576065,1.0996921938566795,320,0,0,0,0.9976390506099748,15.636995005412444,0.9773121878382778,320,14.459082115423007,14.453708087996347,14.623630448340556,14.65723838359001,0.07789733453157084,14.282865129003769,14.672053118993064,1.0
mysql,10.0,15,1,20,0.022150955008692064,0.021081375511130297,0.028288534368039055,0.03209686926391436,45.86248470561581,47.43661225876008,20,0,0,0,1.0,1.0,1.0,20,0.010393031104467765,0.009249188500689301,0.01695189072634086,0.020757464518537685,0.0033956623580390873,0.0076125420164316,0.0217088579665869,0.0
mysql,10.0,15,4,20,0.031763968055020034,0.0312979694863315,0.033869033184600966,0.03603163142106491,31.570737421739846,31.952539111212438,20,60,0,0,0.6973610781349243,0.6883782600176924,0.1720945650044231,20,0.010694321652408644,0.01006474602036175,0.01340852615539911,0.01411379321129054,0.001515896698782008,0.0087954580085352,0.0142901099752634,0.0
mysql,10.0,15,8,20,63.13344288099324,65.28590452499338,71.36620298855996,71.58847173049871,1.0768860624289116,0.01531726594236375,20,140,0,0,0.0003508592910170714,0.023480761440233262,0.002935095180029158,20,0.012712905244552486,0.01246197900036345,0.015294017276028114,0.018790689856978095,0.0022065061149303287,0.0097808180144056,0.0196648580022156,0.0
mysql,10.0,15,16,20,66.05360311965633,65.79185074398993,68.78661634635645,70.0413413925143,0.015146668655957329,0.015199451901921249,20,300,0,0,0.0003353481712203577,0.00033026271370121895,2.0641419606326184e-05,20,0.014870137404068326,0.0137353075260762,0.025167358489124946,0.025894199667382028,0.004361720464639703,0.0098373329965397,0.0260759099619463,0.0
mysql,10.0,16,1,20,2.4664068696525647,1.7823260345030576,4.826025987000321,5.286127707027481,0.47652837820771043,0.56112903138253,20,0,0,0,1.0,1.0,1.0,20,2.4543172182893613,1.7701035249629058,4.814156447770074,5.273988775163888,1.1989168269953243,1.5430443480145186,5.388946857012343,18294.0
mysql,10.0,16,4,20,2.2147159437532538,2.202359450486256,2.313975635374664,2.427803485499462,1.8085480390106148,1.816236777142533,80,0,0,0,1.1136447888991006,3.795257788870446,0.9488144472176115,80,2.18763300824794,2.174587194516789,2.290329920168733,2.434178805771517,0.08387542047975255,2.074167748971377,2.4353718630154617,18294.0
mysql,10.0,16,8,20,3.8830675043020166,3.8786882029671688,3.93906349214958,3.97423583765747,2.0604424441227938,2.062558291971358,160,0,0,0,0.6351697123266732,4.323860945852594,0.5404826182315743,160,3.813200736086219,3.8110486674995627,3.894992867714609,3.937088258998119,0.05496602632490101,3.629036015016027,3.942796554998495,18294.0
mysql,10.0,16,16,20,7.447387034096755,7.463402502471581,7.528265860554529,7.545390918509802,2.1486067999538903,2.143795415729774,320,0,0,0,0.33117747988126406,4.5088748083274695,0.28180467552046684,320,7.2724078183600795,7.305480556504335,7.424592729174764,7.4602859425602945,0.14203312018899092,6.417494227993302,7.496683157980442,18294.0
mysql,10.0,17,1,20,0.8545207563962322,0.5961690639669541,1.8728705089684812,2.0204727985739006,2.2224265289781746,1.8690926378096693,20,0,0,0,1.0,1.0,1.0,20,0.8426928942993982,0.5841672284877859,1.861237351802993,2.0084799159824613,0.6539471806968636,0.2350361039862036,2.0452905570273288,1.0
mysql,10.0,17,4,20,0.5764317743567517,0.5992983030155301,0.6145631104358472,0.6176704685040749,6.974852856052246,6.674510433776707,80,0,0,0,1.4824317367823865,3.138395247315167,0.7845988118287918,80,0.5515789594071976,0.5748886429937556,0.5931460649735527,0.594871855021338,0.04320135182777164,0.4679390030214563,0.5977848219918087,1.0
mysql,10.0,17,8,20,1.0105439167993608,1.006435108516598,1.0349798815062967,1.0610025171231245,7.918682332191247,7.948849630870973,160,0,0,0,0.845604770055623,3.5630794669428703,0.4453849333678588,160,0.9316120702038461,0.9409416160196997,0.9898010585166048,1.0089740735589294,0.051584065320182414,0.6799562150263228,1.03113802295411,1.0
mysql,10.0,17,16,20,1.9823637610010336,1.9801617175107822,2.006176878142287,2.008391169999377,8.071545956655154,8.080149174728263,320,0,0,0,0.43106153028378863,3.631861774241096,0.2269913608900685,320,1.8368747981647175,1.849588726501679,1.9207278359419433,1.9427175668842391,0.06794643110679585,1.3970043640001677,1.958653179986868,1.0
mysql,10.0,18,1,20,17.238915948395153,17.184575093502644,17.4883697174344,17.563763168255683,0.058013074233666605,0.05819175728874265,20,0,0,0,1.0,1.0,1.0,20,17.22695394239854,17.172345141967526,17.476556833283393,17.55167842906143,0.16101739380962424,16.9946146569564,17.57045882800594,9.0
mysql,10.0,18,4,20,20.137875400096526,20.14895880050608,20.295655066065958,20.76539548680419,0.19865523776806,0.19852164950283008,80,0,0,0,0.8560444240464673,3.4243184039499637,0.8560796009874909,80,20.115673526671163,20.12607014400419,20.277122680449974,20.86128819433332,0.2268257169454959,19.77057514397893,20.861646295001265,9.0
mysql,10.0,18,8,20,21.470203920005588,21.444783807528438,21.622229184367463,21.727534637668867,0.3726196103668399,0.37305114137517303,160,0,0,0,0.8029227860445336,6.423028175786595,0.8028785219733243,160,21.43033959839813,21.40629902749788,21.595209853892445,21.718235803584683,0.11320819419146579,21.22182611201424,21.729180935013574,9.0
mysql,10.0,18,16,20,26.12123432464141,26.107598315516952,26.281148154768744,26.281785289340768,0.6125335639544983,0.6128484058616732,320,0,0,0,0.6599579382101732,10.55854343259451,0.6599089645371569,320,26.035838021719247,26.021303399000317,26.185239092068514,26.230745033520506,0.0782605066325812,25.881293429003563,26.251296129019465,9.0
mysql,10.0,19,1,20,2.8207619752472963,2.575793092517415,3.5336988140334147,3.685662730046897,0.36046504706045546,0.3882412317045124,20,0,0,0,1.0,1.0,1.0,20,2.8087395524053136,2.563931065000361,3.5219894571520856,3.6737209658289793,0.3959884904925782,2.495722352003213,3.711653842998203,1.0
mysql,10.0,19,4,20,2.848432085901732,2.8461398914805613,2.883613415725995,2.927655639958102,1.4044158172755095,1.4054123502411686,80,0,0,0,0.99028584504739,3.896122047694593,0.9740305119236482,80,2.826118962271721,2.8239517380134203,2.862452120243688,2.9168157347704984,0.02814668965894539,2.7879846139694564,2.916821388003882,1.0
mysql,10.0,19,8,20,2.945858910100651,2.9376292655069847,2.9941134722175775,2.999552217623568,2.7158589035407874,2.7232857465696023,160,0,0,0,0.9575346482397962,7.534319695316524,0.9417899619145655,160,2.9056891870015535,2.901091293548234,2.958253993681865,2.968692996284808,0.025825518914196776,2.866460132005159,2.976387315022293,1.0
mysql,10.0,19,16,20,3.3123359860561323,3.305374606978148,3.366931484869565,3.423340506590321,4.831272352438931,4.84060620621818,320,0,0,0,0.8515929504500135,13.40288716433761,0.8376804477711006,320,3.229591200615687,3.2265225569717586,3.317317076557083,3.3776501258829374,0.05187664651269069,3.1094156559556723,3.389765940024517,1.0
mysql,10.0,20,1,20,13.64586549460364,13.586890249483986,14.13583956960647,14.22900784192432,0.0733006779573445,0.07360035977844501,20,0,0,0,1.0,1.0,1.0,20,13.633903634652961,13.574925425520632,14.123988728228142,14.216585504860268,0.22439212303794187,13.394502156006638,14.2397346990183,162.0
mysql,10.0,20,4,20,15.007700436358572,15.021041714499006,15.060093543265248,15.069485763880657,0.2665317802643946,0.2662931157627457,80,0,0,0,0.9092575876277709,3.6361434531273518,0.9090358632818379,80,14.985520171396638,14.995851210493129,15.041367251364862,15.051078044434544,0.040729369677818233,14.902333197998814,15.05201143497834,162.0
mysql,10.0,20,8,20,15.721359188988572,15.688179818971548,15.886066300660605,16.032158405726076,0.5088857858981737,0.509938079043128,160,0,0,0,0.8679825535798055,6.942443099834725,0.8678053874793407,160,15.681467426196104,15.650816713983659,15.857284215715477,16.03469887734973,0.10932381451803322,15.497439029044472,16.04112701001577,162.0
